Id,OverallQual,GrLivArea,MSZoning_RL,BsmtFinType2,MSZoning_RM,GarageCars,LotFrontage,MiscFeature_NA,YearBuilt,Condition1_Artery,ExterCond,LandSlope_Sev,Condition1_PosN,2ndFlrSF,Fence_GdWo,GarageType_2Types,Foundation_PConc,MSZoning_FV,TotRmsAbvGrd,Condition2_Norm,BsmtFinSF1,Condition2_PosA,LotConfig_FR3,Foundation_BrkTil,CentralAir_N,OpenPorchSF,Electrical_FuseA,Electrical_SBrkr,Neighborhood_Gilbert,Condition1_RRNn
1843,5,1052,1,1,0,1.0,75.0,1,1967,0,3,0,0,0,0,0,0,0,6,1,527.0,0,0,0,0,215,0,1,0,0
1844,6,1034,1,1,0,2.0,0.0,1,1978,0,3,0,0,0,0,0,0,0,5,1,456.0,0,0,0,0,0,0,1,0,0
1845,5,1774,1,1,0,1.0,88.0,1,1961,0,3,0,0,611,0,0,0,0,8,1,0.0,0,0,0,0,40,0,1,0,0
1846,6,1138,1,1,0,2.0,88.0,1,1960,0,3,0,0,0,0,0,0,0,6,1,588.0,0,0,0,0,0,0,1,0,0
1847,5,2071,1,1,0,1.0,0.0,1,1956,0,3,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,28,0,1,0,0
1848,2,660,1,0,0,0.0,0.0,1,1947,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,0,1,0,0,1,0,0
1849,4,1383,1,0,0,2.0,0.0,1,1954,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,1,0,0
1850,5,1073,1,1,0,1.0,68.0,1,1956,0,3,0,0,0,0,0,0,0,5,1,257.0,0,0,0,0,0,1,0,0,0
1851,6,1639,1,1,0,1.0,50.0,1,1946,0,3,0,0,747,0,0,0,0,6,1,342.0,0,0,0,0,50,0,1,0,0
1852,5,1089,1,1,0,1.0,62.0,1,1954,0,3,0,0,0,0,0,0,0,5,1,173.0,0,0,0,0,0,0,1,0,0
1853,5,1049,1,5,0,1.0,42.0,1,1984,0,3,0,0,0,0,0,0,0,5,1,552.0,0,0,0,0,105,0,1,0,0
1854,7,1061,1,5,0,2.0,74.0,1,1990,0,3,0,0,0,0,0,1,0,4,1,460.0,0,0,0,0,36,0,1,0,0
1855,6,1338,1,6,0,2.0,66.0,0,1983,0,3,0,0,0,0,0,0,0,5,1,70.0,0,0,0,0,0,0,1,0,0
1856,7,1879,1,1,0,2.0,85.0,1,1993,0,4,0,0,800,0,0,1,0,8,1,474.0,0,0,0,0,100,0,1,0,0
1857,5,2016,1,0,0,2.0,120.0,1,1880,0,3,0,0,728,0,0,1,0,7,1,0.0,0,0,0,0,0,0,1,0,0
1858,5,2228,1,0,0,2.0,64.0,1,1979,0,3,0,0,1114,0,0,0,0,8,1,0.0,0,0,0,0,0,0,1,0,0
1859,5,1535,1,0,0,2.0,64.0,1,1979,0,3,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,1,0,0
1860,5,1229,1,1,0,2.0,64.0,1,1979,0,3,0,0,0,0,0,0,0,6,1,1094.0,0,0,0,0,0,0,1,0,0
1861,5,1513,1,0,0,2.0,64.0,1,1979,0,3,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,1,0,0
1862,7,2787,1,1,0,4.0,0.0,1,2000,0,3,0,0,1619,0,0,1,0,8,1,820.0,0,0,0,0,0,0,1,0,0
1863,7,2787,1,1,0,4.0,0.0,1,2000,0,3,0,0,1619,0,0,1,0,8,1,820.0,0,0,0,0,0,0,1,0,0
1864,7,2787,1,1,0,4.0,0.0,1,2000,0,3,0,0,1619,0,0,1,0,8,1,820.0,0,0,0,0,0,0,1,0,0
1865,9,1680,1,1,0,3.0,84.0,1,2009,0,3,0,0,0,0,0,1,0,8,1,1021.0,0,0,0,0,24,0,1,0,0
1866,9,1720,1,1,0,3.0,65.0,1,2008,0,3,0,0,0,0,0,1,0,8,1,1104.0,0,0,0,0,104,0,1,0,0
1867,8,1468,1,1,0,3.0,71.0,1,2008,0,3,0,0,0,0,0,1,0,6,1,0.0,0,0,0,0,142,0,1,0,0
1868,8,1838,1,1,0,2.0,77.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,1359.0,0,0,0,0,222,0,1,0,0
1869,7,1290,1,1,0,2.0,64.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,902.0,0,0,0,0,0,0,1,0,0
1870,8,1254,1,1,0,3.0,95.0,1,2008,0,3,0,0,0,0,0,1,0,5,1,872.0,0,0,0,0,92,0,1,0,0
1871,8,1498,1,1,0,3.0,78.0,1,2005,0,3,0,0,0,0,0,1,0,7,1,24.0,0,0,0,0,98,0,1,0,0
1872,6,1422,1,1,0,2.0,79.0,1,2005,0,3,0,0,718,0,0,1,0,7,1,0.0,0,0,0,0,28,0,1,0,0
1873,7,1759,1,1,0,2.0,0.0,1,1992,0,3,0,0,815,0,0,1,0,7,1,800.0,0,0,0,0,193,0,1,0,0
1874,5,990,1,1,0,1.0,65.0,1,1994,0,4,0,0,0,0,0,1,0,5,1,755.0,0,0,0,0,0,0,1,0,0
1875,7,1463,1,1,0,2.0,65.0,1,1998,0,3,0,1,0,0,0,1,0,5,1,950.0,0,0,0,0,81,0,1,0,0
1876,6,1772,1,1,0,2.0,70.0,1,1998,0,3,0,0,844,0,0,1,0,7,1,606.0,0,0,0,0,96,0,1,0,0
1877,7,1444,1,1,0,2.0,65.0,1,2002,0,3,0,0,0,0,0,1,0,6,1,1259.0,0,0,0,0,40,0,1,0,0
1878,7,1492,1,1,0,2.0,75.0,1,2001,0,3,0,0,0,0,0,1,0,6,1,24.0,0,0,0,0,114,0,1,0,0
1879,5,907,1,1,0,1.0,0.0,1,1978,0,3,0,0,0,0,0,0,0,5,1,625.0,0,0,1,0,0,0,1,0,0
1880,5,914,1,4,0,2.0,76.0,1,1979,0,3,0,0,0,0,0,0,0,5,1,710.0,0,0,0,0,0,0,1,0,0
1881,7,1611,1,1,0,3.0,90.0,1,2002,0,3,0,0,0,0,0,1,0,6,1,1234.0,0,0,0,0,93,0,1,0,0
1882,8,2184,1,1,0,2.0,0.0,1,2003,0,3,0,0,1116,0,0,1,0,8,1,0.0,0,0,0,0,132,0,1,0,0
1883,7,1725,1,1,0,2.0,70.0,1,2002,0,3,0,0,885,0,0,1,0,6,1,0.0,0,0,0,0,48,0,1,0,0
1884,7,1870,1,1,0,2.0,0.0,1,2001,0,3,0,0,926,0,0,1,0,6,1,0.0,0,0,0,0,43,0,1,0,0
1885,8,1513,1,1,0,2.0,90.0,1,1999,0,3,0,0,0,0,0,1,0,5,1,1246.0,0,1,0,0,34,0,1,0,0
1886,8,1828,1,1,0,2.0,0.0,1,2002,0,3,0,0,0,0,0,1,0,7,1,1360.0,0,0,0,0,144,0,1,0,0
1887,7,1417,1,1,0,2.0,70.0,1,1997,0,3,0,0,0,0,0,1,0,7,1,1111.0,0,0,0,0,0,0,1,0,0
1888,8,1602,1,1,0,3.0,85.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,1478.0,0,0,0,0,48,0,1,0,0
1889,6,1396,1,1,0,2.0,85.0,1,2007,0,3,0,0,788,0,0,1,0,6,1,0.0,0,0,0,0,36,0,1,0,0
1890,4,1149,1,1,0,1.0,80.0,1,1960,0,3,0,0,0,0,1,0,0,7,1,399.0,0,0,0,0,240,0,1,0,0
1891,6,1072,0,1,1,2.0,35.0,1,2005,0,3,0,0,0,0,0,0,0,5,1,547.0,0,0,0,0,28,0,1,0,0
1892,4,876,1,3,0,1.0,64.0,1,1959,0,3,0,0,0,0,0,0,0,5,1,332.0,0,0,0,0,0,1,0,0,0
1893,5,1368,1,1,0,1.0,70.0,0,1950,0,3,0,0,0,0,0,0,0,6,1,1078.0,0,0,0,0,41,1,0,0,0
1894,5,1678,1,1,0,0.0,65.0,1,1959,0,3,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,1,0,0
1895,5,1560,1,1,0,1.0,70.0,1,1956,0,3,0,0,0,0,0,0,0,7,1,546.0,0,0,0,0,0,0,1,0,0
1896,5,1298,1,1,0,1.0,45.0,1,1941,0,3,0,0,444,0,0,0,0,6,1,626.0,0,0,0,0,0,0,1,0,0
1897,5,1268,0,1,0,1.0,70.0,1,1938,0,3,0,0,436,0,0,1,0,7,1,832.0,0,0,0,0,0,0,1,0,0
1898,6,1242,1,1,0,1.0,43.0,1,1935,0,3,0,0,595,0,0,0,0,6,1,0.0,0,0,1,0,96,0,0,0,0
1899,6,1232,1,1,0,2.0,64.0,1,1916,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,1,0,0,0,1,0,0
1900,7,1228,1,1,0,1.0,53.0,1,1918,0,3,0,0,600,0,0,0,0,6,1,0.0,0,0,1,0,113,0,1,0,0
1901,5,1567,1,1,0,2.0,60.0,1,1940,0,3,0,0,727,0,0,0,0,6,1,728.0,0,0,0,0,21,0,1,0,0
1902,5,1273,1,1,0,1.0,80.0,1,1960,0,3,0,0,0,0,0,0,0,5,1,793.0,0,0,0,0,0,0,1,0,0
1903,7,2480,1,1,0,2.0,0.0,1,1940,0,3,0,0,1240,0,0,0,0,13,1,246.0,0,0,1,0,0,0,1,0,0
1904,5,1112,1,5,0,1.0,70.0,1,1954,0,4,0,0,0,0,0,0,0,6,1,154.0,0,0,1,0,0,0,1,0,0
1905,6,1561,1,4,0,2.0,90.0,1,1960,0,3,0,0,0,0,0,0,0,6,1,65.0,0,0,0,0,148,0,1,0,0
1906,5,1523,1,3,0,1.0,78.0,1,1949,0,3,0,0,537,0,0,0,0,7,1,312.0,0,0,1,1,0,0,1,0,0
1907,6,1906,1,4,0,2.0,100.0,1,1954,0,3,0,0,0,0,0,1,0,6,1,784.0,0,0,0,0,201,0,1,0,0
1908,6,1032,0,1,1,2.0,24.0,1,1980,0,3,0,0,516,0,0,0,0,5,1,0.0,0,0,0,0,0,0,1,0,0
1909,6,1229,0,1,1,2.0,24.0,1,1980,0,4,0,0,668,0,0,0,0,5,1,471.0,0,0,0,0,0,0,1,0,0
1910,6,1229,0,1,1,2.0,24.0,1,1980,0,3,0,0,668,0,0,0,0,5,1,0.0,0,0,0,0,0,0,1,0,0
1911,6,1982,1,1,0,2.0,0.0,0,1986,0,4,0,0,800,0,0,0,0,6,1,454.0,0,0,0,0,112,0,1,0,0
1912,7,2365,1,5,0,2.0,0.0,1,1971,0,4,0,0,0,0,0,0,0,7,1,803.0,0,0,0,0,144,0,1,0,0
1913,5,2168,0,1,1,2.0,50.0,1,1900,0,3,0,0,928,0,0,0,0,11,1,0.0,0,0,1,1,160,0,1,0,0
1914,4,572,0,1,0,1.0,60.0,1,1925,0,3,0,0,0,0,0,0,0,4,1,0.0,0,0,1,1,0,0,0,0,0
1915,8,1648,0,1,1,2.0,44.0,1,2007,0,3,0,0,0,0,0,1,0,5,1,1476.0,0,0,0,0,53,0,1,0,0
1916,2,810,0,0,0,1.0,109.0,1,1910,0,2,0,0,0,0,0,0,0,4,1,0.0,0,0,0,1,24,1,0,0,0
1917,8,2052,1,4,0,3.0,75.0,1,2000,0,3,0,0,1012,0,0,1,0,7,1,445.0,0,0,0,0,91,0,1,0,0
1918,6,926,1,1,0,1.0,75.0,1,1977,0,3,0,0,0,0,0,0,0,5,1,767.0,0,0,0,0,0,0,1,0,0
1919,6,1287,1,2,0,2.0,72.0,1,1977,0,3,0,0,0,1,0,0,0,5,1,841.0,0,0,0,0,39,0,1,0,0
1920,5,1595,1,1,0,2.0,82.0,1,1991,0,3,0,0,0,0,0,1,0,5,1,55.0,0,0,0,0,0,0,1,0,0
1921,9,2036,1,1,0,3.0,113.0,1,2008,0,3,0,0,0,0,0,0,0,9,1,1758.0,0,0,0,0,154,0,1,0,0
1922,9,1641,1,1,0,3.0,79.0,1,2008,0,3,0,0,0,0,0,1,0,7,1,1115.0,0,0,0,0,95,0,1,0,0
1923,6,2237,1,1,0,2.0,0.0,0,1980,0,4,0,0,862,0,0,1,0,7,1,462.0,0,0,0,0,24,0,1,0,0
1924,7,1479,1,5,0,2.0,125.0,1,1987,0,3,0,0,0,0,0,1,0,7,1,904.0,0,0,0,0,238,0,1,0,0
1925,7,2014,1,1,0,2.0,75.0,1,2003,0,3,0,0,942,0,0,1,0,9,1,0.0,0,0,0,0,114,0,1,0,0
1926,9,1978,1,1,0,3.0,85.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,1640.0,0,0,0,0,52,0,1,0,0
1927,5,1008,1,1,0,1.0,75.0,1,1968,0,3,0,0,0,0,0,0,0,6,1,532.0,0,0,0,0,0,0,1,0,0
1928,5,1404,1,1,0,2.0,83.0,1,1969,0,3,0,0,0,0,0,0,0,7,1,594.0,0,0,0,0,16,0,1,0,0
1929,5,796,1,4,0,1.0,50.0,1,1972,0,3,0,0,0,0,0,0,0,4,1,720.0,0,0,0,0,0,0,1,0,0
1930,6,1091,1,6,0,1.0,62.0,0,1993,0,4,0,0,0,0,0,0,0,5,1,114.0,0,0,0,0,0,0,1,0,0
1931,5,883,1,2,0,2.0,70.0,1,1992,0,3,0,0,0,0,0,1,0,5,1,718.0,0,0,0,0,32,0,1,0,0
1932,5,1287,1,1,0,2.0,62.0,1,1992,0,3,0,0,663,0,0,1,0,6,1,330.0,0,0,0,0,0,0,1,0,0
1933,5,1632,1,2,0,2.0,70.0,1,1969,0,5,0,0,848,0,0,0,0,7,1,496.0,0,0,0,0,173,0,1,0,0
1934,6,1604,1,1,0,2.0,72.0,1,1997,0,3,0,0,678,0,0,1,0,7,1,706.0,0,0,0,0,36,0,1,1,0
1935,6,1470,1,1,0,2.0,65.0,1,1995,0,3,0,0,790,0,0,1,0,7,1,476.0,0,0,0,0,49,0,1,1,0
1936,6,1604,1,1,0,2.0,59.0,1,1998,0,3,0,0,678,0,0,1,0,7,1,851.0,0,0,0,0,82,0,1,1,0
1937,6,1636,1,1,0,2.0,0.0,1,1996,0,3,0,0,720,0,0,1,0,7,1,138.0,0,0,0,0,84,0,1,1,0
1938,5,1384,1,1,0,2.0,53.0,1,1996,0,3,0,0,0,0,0,1,0,7,1,450.0,0,0,0,0,39,0,1,1,0
1939,8,1682,1,1,0,2.0,45.0,1,1997,0,3,0,0,0,0,0,1,0,6,1,656.0,0,0,0,0,0,0,1,0,0
1940,8,1280,1,1,0,2.0,39.0,1,1992,0,3,0,0,0,0,0,1,0,5,1,0.0,0,0,0,0,82,0,1,0,0
1941,6,1633,1,1,0,2.0,73.0,1,1998,0,3,0,0,701,0,0,1,0,7,1,0.0,0,0,0,0,39,0,1,1,0
1942,6,1709,1,1,0,2.0,0.0,1,1991,0,3,0,0,858,0,0,1,0,7,1,504.0,0,1,0,0,40,0,1,1,0
1943,8,1337,1,1,0,2.0,65.0,1,1989,0,3,0,0,0,0,0,1,0,5,1,319.0,0,0,0,0,73,0,1,0,0
1944,8,2500,1,1,0,3.0,101.0,1,2005,0,3,0,0,1332,0,0,1,0,9,1,16.0,0,0,0,0,32,0,1,0,0
1945,9,1884,1,1,0,3.0,53.0,1,2004,0,3,0,0,0,0,0,1,0,7,1,1337.0,0,0,0,0,76,0,1,0,0
1946,6,1474,1,1,0,2.0,0.0,0,1952,0,3,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,1,0,1,0
1947,9,1710,1,1,0,2.0,60.0,1,2007,0,3,0,1,0,0,0,1,0,6,0,1034.0,0,0,0,0,48,0,1,0,0
1948,6,1488,1,1,0,2.0,0.0,1,1950,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,1,1,0
1949,7,1688,1,1,0,2.0,63.0,1,1988,0,3,0,0,0,0,0,0,0,6,1,983.0,0,0,0,0,48,0,1,0,0
1950,7,1260,1,1,0,2.0,0.0,1,1983,0,3,0,0,0,0,0,0,0,6,1,747.0,0,0,0,0,0,0,1,0,0
1951,7,2064,1,3,0,2.0,56.0,1,1978,0,4,0,0,0,0,0,0,0,7,1,1206.0,0,0,0,0,0,0,1,0,0
1952,7,1782,1,2,0,2.0,85.0,1,1979,0,3,0,0,0,0,0,0,0,6,1,864.0,0,0,0,0,0,0,1,0,0
1953,6,1211,1,3,0,2.0,90.0,1,1976,0,3,0,0,0,0,0,1,0,6,1,890.0,0,0,0,0,0,0,1,0,0
1954,7,2044,1,1,0,2.0,80.0,1,1980,0,3,0,0,767,0,0,0,0,7,1,0.0,0,0,0,0,73,0,1,0,0
1955,5,1308,1,1,0,2.0,75.0,1,1969,0,3,0,0,588,0,0,0,0,7,1,280.0,0,0,0,0,0,0,1,0,0
1956,7,2840,1,1,0,4.0,0.0,1,1978,0,3,0,0,1420,0,0,1,0,8,1,988.0,0,0,0,0,16,0,1,0,0
1957,6,1444,1,1,0,2.0,80.0,1,1976,0,3,0,0,0,1,0,0,0,5,1,0.0,0,0,0,0,24,0,1,0,0
1958,8,2340,1,1,0,3.0,0.0,1,1996,0,3,0,0,1104,0,0,1,0,9,1,1023.0,0,1,0,0,180,0,1,0,0
1959,5,1792,1,1,0,2.0,60.0,1,1974,0,3,0,0,896,0,0,0,0,8,1,0.0,0,0,0,0,45,0,1,0,0
1960,4,936,1,1,0,1.0,68.0,1,1969,0,3,0,0,0,0,0,0,0,4,1,252.0,0,0,0,0,0,0,1,0,0
1961,5,864,1,5,0,2.0,63.0,1,1971,0,3,0,0,0,0,0,0,0,5,1,119.0,0,0,0,0,0,0,1,0,0
1962,6,987,0,1,1,1.0,21.0,1,1973,0,3,0,0,504,0,0,0,0,5,1,458.0,0,0,0,0,0,0,1,0,0
1963,6,987,0,1,1,1.0,21.0,1,1972,0,3,0,0,504,0,0,0,0,5,1,483.0,0,0,0,0,0,0,1,0,0
1964,5,1302,0,1,1,1.0,21.0,1,1972,0,3,0,0,672,0,0,0,0,6,1,350.0,0,0,0,0,0,0,1,0,0
1965,6,1456,1,2,0,2.0,24.0,1,1975,0,3,0,0,601,0,0,0,0,7,1,286.0,0,0,0,0,0,0,1,0,0
1966,7,1055,1,1,0,2.0,24.0,1,1977,0,3,0,0,0,0,0,0,0,4,1,378.0,0,0,0,0,38,0,1,0,0
1967,8,1582,1,1,0,3.0,98.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,1012.0,0,0,0,0,95,0,1,0,0
1968,8,2464,1,4,0,3.0,105.0,1,2007,0,3,0,0,0,0,0,1,0,9,1,1728.0,0,0,0,0,78,0,1,0,0
1969,9,1950,1,1,0,3.0,104.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,1375.0,0,0,0,0,207,0,1,0,0
1970,9,2748,1,1,0,3.0,108.0,1,2006,0,3,0,0,898,0,0,1,0,9,1,1420.0,0,0,0,0,182,0,1,0,0
1971,10,2790,1,1,0,4.0,96.0,1,2005,0,3,0,1,1158,0,0,1,0,10,1,1082.0,0,0,0,0,200,0,1,0,0
1972,9,2331,1,1,0,3.0,102.0,1,2005,0,3,0,0,917,0,0,1,0,9,1,1249.0,0,0,0,0,63,0,1,0,0
1973,8,2088,1,1,0,3.0,74.0,1,2007,0,3,0,0,1140,0,0,1,0,10,1,40.0,0,0,0,0,24,0,1,0,0
1974,8,2332,1,1,0,3.0,85.0,1,2004,0,3,0,0,1162,0,0,1,0,9,1,856.0,0,0,0,0,142,0,1,0,0
1975,10,2470,1,1,0,3.0,106.0,1,2003,0,3,0,0,0,0,0,1,0,7,1,2257.0,0,0,0,0,65,0,1,0,0
1976,8,1575,1,1,0,3.0,92.0,1,2003,0,3,0,0,0,0,0,1,0,7,1,1149.0,0,0,0,0,28,0,1,0,0
1977,8,2649,1,1,0,3.0,130.0,1,2001,0,3,0,0,1134,0,0,1,0,10,1,1075.0,0,0,0,0,60,0,1,0,0
1978,8,2690,1,1,0,3.0,112.0,1,2003,0,3,0,0,886,0,0,1,0,9,1,0.0,0,0,0,0,58,0,1,0,0
1979,9,1866,1,1,0,3.0,58.0,1,2008,0,3,0,0,0,0,0,1,0,7,1,372.0,0,0,0,0,48,0,1,0,0
1980,7,1367,1,1,0,2.0,135.0,1,2005,0,3,0,0,0,0,0,1,0,6,1,20.0,0,0,0,0,33,0,1,0,0
1981,9,1800,1,1,0,3.0,89.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,1204.0,0,0,0,0,0,0,1,0,0
1982,8,1342,1,1,0,2.0,48.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,846.0,0,0,0,0,35,0,1,0,0
1983,8,1342,1,1,0,2.0,48.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,24.0,0,0,0,0,35,0,1,0,0
1984,7,1626,1,1,0,2.0,36.0,1,2003,0,3,0,0,862,0,0,1,0,6,1,0.0,0,0,0,0,27,0,1,0,0
1985,7,1455,1,1,0,3.0,0.0,1,2003,0,3,0,0,0,0,0,1,0,6,1,1073.0,0,0,0,0,20,0,1,0,0
1986,7,1576,0,1,1,3.0,0.0,1,2004,0,3,0,0,0,0,0,1,0,7,1,1087.0,0,0,0,0,20,0,1,0,0
1987,7,1246,1,1,0,2.0,53.0,1,2007,0,3,0,0,0,0,0,1,0,5,1,0.0,0,0,0,0,24,0,1,0,0
1988,6,1515,1,1,0,2.0,80.0,1,2004,0,3,0,0,702,0,0,1,0,8,1,0.0,0,0,0,0,75,0,1,1,0
1989,7,1720,1,1,0,2.0,0.0,1,2002,0,3,0,0,880,0,0,1,0,7,1,0.0,0,0,0,0,48,0,1,1,0
1990,7,1986,1,1,0,2.0,0.0,1,2003,0,3,0,0,1139,0,0,1,0,9,1,0.0,0,0,0,0,48,0,1,1,0
1991,7,1358,1,1,0,2.0,55.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,876.0,0,0,0,0,26,0,1,0,0
1992,7,1892,1,1,0,2.0,71.0,1,2000,0,3,0,0,884,0,0,1,0,8,1,544.0,0,0,0,0,0,0,1,1,0
1993,7,1414,1,1,0,2.0,0.0,1,2002,0,3,0,0,707,0,0,1,0,6,1,0.0,0,0,0,0,35,0,1,1,0
1994,7,2322,1,1,0,2.0,41.0,1,1999,0,3,0,0,1285,0,0,1,0,8,1,870.0,0,0,0,0,44,0,1,1,0
1995,7,1651,1,1,0,2.0,77.0,1,1999,0,3,0,0,778,0,0,1,0,7,1,0.0,0,0,0,0,103,0,1,1,0
1996,8,2199,1,1,0,2.0,84.0,1,1997,0,3,0,0,1017,0,0,1,0,9,1,0.0,0,0,0,0,131,0,1,0,0
1997,9,2172,1,1,0,3.0,0.0,1,2000,0,3,0,0,639,0,0,1,0,8,1,0.0,0,0,0,0,153,0,1,0,0
1998,8,2006,1,1,0,3.0,136.0,1,1998,0,3,0,0,0,0,0,1,0,5,1,1660.0,0,0,0,0,33,0,1,0,0
1999,7,2125,1,1,0,2.0,97.0,1,1996,0,3,0,0,1061,0,0,1,0,12,1,851.0,0,0,0,0,0,0,1,0,0
2000,8,2501,1,1,0,3.0,0.0,1,1995,0,3,0,0,1250,0,0,1,0,9,1,0.0,0,0,0,0,87,0,1,0,0
2001,7,2197,1,6,0,3.0,91.0,1,1993,0,3,0,0,1089,0,0,1,0,9,1,228.0,0,0,0,0,99,0,1,0,0
2002,7,1578,1,1,0,3.0,74.0,1,2006,0,3,0,0,0,0,0,1,0,7,1,1096.0,0,0,0,0,26,0,1,0,0
2003,8,1861,1,1,0,3.0,73.0,1,2007,0,3,0,0,520,0,0,1,0,7,1,0.0,0,0,0,0,60,0,1,0,0
2004,8,1874,1,1,0,3.0,80.0,1,2007,0,3,0,0,919,0,0,1,0,8,1,729.0,0,0,0,0,108,0,1,0,0
2005,8,1460,1,1,0,2.0,87.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,666.0,0,0,0,0,20,0,1,0,0
2006,8,1372,0,1,0,2.0,72.0,1,2007,0,3,0,0,0,0,0,1,1,6,1,24.0,0,0,0,0,113,0,1,0,0
2007,8,1660,0,1,0,3.0,85.0,1,2007,0,3,0,0,0,0,0,1,1,7,1,0.0,0,0,0,0,120,0,1,0,0
2008,7,1218,0,1,0,2.0,62.0,1,2007,0,3,0,0,0,0,0,1,1,6,1,902.0,0,0,0,0,168,0,1,0,0
2009,6,1696,1,5,0,2.0,68.0,1,2003,0,3,0,0,861,0,0,1,0,7,1,80.0,0,0,0,0,66,0,1,0,0
2010,7,1663,1,1,0,2.0,67.0,1,2003,0,3,0,0,828,0,0,1,0,8,1,0.0,0,0,0,0,68,0,1,0,0
2011,6,1175,1,1,0,0.0,63.0,1,2005,0,3,0,0,0,0,0,1,0,6,1,80.0,0,0,0,0,90,0,1,0,0
2012,7,1162,1,1,0,2.0,81.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,0.0,0,0,0,0,32,0,1,0,0
2013,6,1609,1,1,0,2.0,65.0,1,1995,0,3,0,0,855,0,0,1,0,6,1,362.0,0,0,0,0,70,0,1,0,0
2014,6,1680,1,1,0,2.0,50.0,1,1993,0,3,0,0,794,0,0,1,0,7,1,602.0,0,0,0,0,96,0,1,0,0
2015,7,1657,1,1,0,2.0,43.0,0,1994,0,3,0,0,825,0,0,1,0,6,1,537.0,0,0,0,0,74,0,1,0,0
2016,6,1677,1,1,0,2.0,65.0,1,2001,0,3,0,0,850,0,0,1,0,7,1,472.0,0,0,0,0,68,0,1,0,0
2017,7,1737,1,1,0,2.0,75.0,1,1992,0,3,0,0,893,0,0,1,0,7,1,397.0,0,0,0,0,85,0,1,0,0
2018,5,984,1,5,0,1.0,70.0,0,1963,0,3,0,0,0,0,0,1,0,5,1,53.0,0,0,0,0,56,0,1,0,0
2019,5,864,1,1,0,1.0,75.0,1,1961,0,4,0,0,0,0,0,0,0,5,1,764.0,0,0,0,0,0,0,1,0,0
2020,5,890,1,1,0,1.0,65.0,1,1968,0,3,0,0,0,0,0,0,0,5,1,890.0,0,0,0,1,0,0,1,0,0
2021,5,864,1,1,0,1.0,60.0,0,1963,0,3,0,0,0,0,0,0,0,5,1,489.0,0,0,0,0,0,0,1,0,0
2022,6,1430,1,1,0,2.0,95.0,1,1974,0,3,0,0,0,0,0,0,0,6,1,800.0,0,0,0,0,108,0,1,0,0
2023,5,1641,1,5,0,2.0,70.0,1,1972,0,4,0,0,640,0,0,0,0,5,1,190.0,0,0,0,0,0,0,1,0,0
2024,6,2683,1,1,0,2.0,0.0,1,1990,0,3,0,0,1319,0,0,1,0,9,1,704.0,0,0,0,0,251,0,1,0,0
2025,9,2786,1,1,0,2.0,105.0,1,1993,0,3,0,0,959,0,0,1,0,10,1,520.0,0,0,0,0,49,0,1,0,0
2026,7,1245,0,1,0,2.0,37.0,1,2004,0,3,0,0,0,0,0,1,1,5,1,24.0,0,0,0,0,100,0,1,0,0
2027,6,1200,0,1,0,2.0,30.0,1,2005,0,3,0,0,600,0,0,1,1,5,1,390.0,0,0,0,0,166,0,1,0,0
2028,7,1392,0,1,0,2.0,30.0,1,2007,0,3,0,0,689,0,0,1,1,5,1,0.0,0,0,0,0,102,0,1,0,0
2029,6,1549,0,1,0,2.0,24.0,1,1999,0,3,0,0,792,0,0,1,1,6,1,550.0,0,0,0,0,32,0,1,0,0
2030,9,1638,0,1,0,2.0,0.0,1,2000,0,3,0,0,0,0,0,1,1,5,1,1027.0,0,0,0,0,68,0,1,0,0
2031,9,1310,0,1,0,2.0,0.0,1,2001,0,3,0,0,0,0,0,1,1,5,1,1004.0,0,0,0,0,45,0,1,0,0
2032,9,1419,0,1,0,2.0,42.0,1,2001,0,3,0,0,0,0,0,1,1,5,1,964.0,0,0,0,0,58,0,1,0,0
2033,9,1557,0,1,0,2.0,35.0,1,1999,0,3,0,0,0,0,0,1,1,5,1,1141.0,0,0,0,0,113,0,1,0,0
2034,7,1404,0,1,0,2.0,24.0,1,1999,0,3,0,0,720,0,0,1,1,5,1,600.0,0,0,0,0,0,0,1,0,0
