OverallQual,GrLivArea,MSZoning_RL,BsmtFinType2,MSZoning_RM,GarageCars,LotFrontage,MiscFeature_NA,YearBuilt,Condition1_Artery,ExterCond,LandSlope_Sev,Condition1_PosN,2ndFlrSF,Fence_GdWo,GarageType_2Types,Foundation_PConc,MSZoning_FV,TotRmsAbvGrd,Condition2_Norm,BsmtFinSF1,Condition2_PosA,LotConfig_FR3,Foundation_BrkTil,CentralAir_N,OpenPorchSF,Electrical_FuseA,Electrical_SBrkr,Neighborhood_Gilbert,Condition1_RRNn
8,2630,1,1,0,3,80.0,1,1998,0,3,0,0,1160,0,0,1,0,8,1,986,0,0,0,0,66,0,1,0,0
6,1196,1,1,0,1,72.0,1,1956,0,3,0,0,0,0,0,0,0,6,1,616,0,0,0,0,44,1,0,0,0
7,1389,0,1,1,1,60.0,1,1946,0,4,0,0,682,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
7,1644,1,1,0,2,0.0,1,1989,0,3,0,0,0,0,0,1,0,5,1,1518,0,0,0,0,0,0,1,0,0
4,907,1,1,0,1,77.0,1,1957,0,3,0,0,0,0,0,0,0,5,1,288,0,0,0,0,0,0,1,0,0
7,1208,1,1,0,2,64.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,664,0,0,0,0,54,0,1,0,0
6,1412,1,1,0,2,130.0,1,1988,0,3,0,0,0,0,0,0,0,6,1,1005,0,0,0,0,0,0,1,0,0
6,987,0,1,1,1,21.0,1,1971,0,3,0,0,504,0,0,0,0,4,1,387,0,0,0,0,0,0,1,0,0
6,1198,0,1,1,0,60.0,1,1920,0,3,0,0,110,0,0,0,0,7,1,0,0,0,1,0,98,0,1,0,0
5,1365,0,1,1,2,24.0,1,1971,0,3,0,0,600,0,0,0,0,6,1,471,0,0,0,0,36,0,1,0,0
6,1604,1,1,0,2,100.0,1,1997,0,3,0,0,678,0,0,1,0,7,1,0,0,0,0,0,36,0,1,1,0
4,630,0,1,1,0,21.0,1,1972,0,4,0,0,0,0,0,0,0,3,1,495,0,0,0,0,0,0,1,0,0
7,1661,1,5,0,2,43.0,1,1996,0,3,0,1,834,0,0,1,0,6,1,385,0,0,0,0,61,0,1,0,0
6,1118,0,1,1,2,40.0,1,1920,0,3,0,0,384,0,0,0,0,6,1,0,0,0,1,0,0,1,0,0,0
6,904,0,1,1,1,50.0,1,1926,0,3,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0
5,694,1,1,0,1,40.0,1,1913,0,3,0,0,0,0,0,1,0,4,1,365,0,0,0,1,0,0,1,0,0
6,1196,1,1,0,2,67.0,0,1920,0,3,0,0,512,0,0,0,0,7,1,0,0,0,1,0,46,0,1,0,0
10,2402,1,5,0,3,105.0,1,2008,0,3,0,0,0,0,0,1,0,10,1,1767,0,0,0,0,72,0,1,0,0
4,1440,1,1,0,0,92.0,1,1955,0,3,0,0,0,0,0,0,0,8,1,133,0,0,0,1,0,0,0,0,0
5,1573,0,1,1,2,52.0,1,1930,0,3,0,0,445,0,0,1,0,8,1,0,0,0,0,0,0,0,1,0,0
7,1258,1,1,0,3,53.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,16,0,1,0,0
7,1908,1,1,0,2,70.0,1,1994,0,4,0,0,975,0,0,1,0,8,1,642,0,0,0,0,133,0,1,0,0
6,1689,1,1,0,2,73.0,1,1956,0,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0
6,1888,1,3,0,2,137.0,1,1966,0,3,0,0,0,0,0,0,0,6,1,247,0,0,0,0,0,0,1,0,0
7,1886,1,1,0,2,0.0,1,1998,0,3,0,0,930,0,0,1,0,10,1,0,0,0,0,0,0,0,1,1,0
6,1376,0,1,1,1,50.0,1,1937,0,3,0,0,596,0,0,0,0,7,1,0,0,0,1,0,0,0,1,0,0
3,1183,0,1,1,1,50.0,1,1948,0,4,0,0,504,0,0,0,0,6,1,331,0,0,0,0,176,0,1,0,0
6,813,0,1,1,1,70.0,1,1930,0,3,0,0,0,0,0,0,0,5,1,0,0,0,1,0,113,1,0,0,0
7,1533,1,1,0,2,62.0,1,1975,0,3,0,0,0,0,0,0,0,5,1,655,0,0,0,0,54,0,1,0,0
6,1756,1,1,0,2,0.0,1,1996,0,3,0,0,868,0,0,1,0,7,1,742,0,0,0,0,122,0,1,0,0
8,1590,0,1,0,2,75.0,1,2008,0,3,0,0,804,0,0,1,1,6,1,0,0,0,0,0,30,0,1,0,0
5,1728,1,1,0,2,63.0,1,1976,0,3,0,0,0,0,0,0,0,8,1,1606,0,0,0,0,0,0,1,0,0
7,1242,1,1,0,2,80.0,1,1973,0,3,0,0,0,0,0,0,0,6,1,916,0,0,0,0,0,0,1,0,0
5,1344,0,1,1,3,34.0,1,1916,0,3,0,0,720,0,0,0,0,7,1,0,0,0,1,1,0,0,1,0,0
4,1663,1,1,0,2,0.0,1,1954,0,3,0,0,0,0,0,0,0,6,1,1116,0,0,0,0,137,0,1,0,0
8,1666,0,1,1,1,0.0,1,1925,0,4,0,0,833,0,0,1,0,7,1,0,0,0,0,0,63,0,1,0,0
5,1203,1,1,0,1,0.0,1,1950,0,3,0,0,224,0,0,0,0,5,1,185,0,0,0,0,0,0,1,0,0
8,1935,0,1,0,2,75.0,1,2009,0,3,0,0,1103,0,0,1,1,8,1,544,0,0,0,0,150,0,1,0,0
7,1135,1,4,0,2,60.0,1,1936,0,4,0,0,560,0,0,1,0,6,1,350,0,0,0,0,0,0,1,0,0
5,864,1,4,0,1,60.0,1,1965,0,3,0,0,0,1,0,0,0,5,1,553,0,0,0,0,0,0,1,0,0
6,1660,1,1,0,1,74.0,1,1934,0,3,0,0,811,0,0,0,0,6,1,326,0,0,0,0,0,1,0,0,0
5,1040,1,1,0,0,60.0,1,1978,0,3,0,0,0,0,0,0,0,5,1,616,0,0,0,0,0,0,1,0,0
7,1414,0,1,1,2,0.0,1,2004,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,20,0,1,0,0
7,1277,1,1,0,2,85.0,1,1970,0,4,0,0,0,1,0,0,0,5,1,778,0,0,0,0,0,0,1,0,0
5,1644,1,1,0,1,79.0,1,1942,1,3,0,0,756,0,0,0,0,7,1,386,0,0,0,0,0,0,1,0,0
8,1634,1,1,0,3,98.0,1,2006,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,44,0,1,0,0
6,1710,1,1,0,2,76.0,1,1993,0,3,0,0,878,0,0,1,0,7,1,426,0,0,0,0,70,0,1,0,0
8,1502,1,4,0,2,0.0,1,1985,0,3,0,0,0,0,0,1,0,4,1,368,0,0,0,0,54,0,1,0,0
7,1969,1,1,0,2,92.0,1,1977,0,3,0,0,808,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0
6,1072,0,1,1,2,35.0,1,2005,0,3,0,0,0,0,0,1,0,5,1,459,0,0,0,0,28,0,1,0,0
8,1976,1,1,0,3,110.0,1,2006,0,3,0,0,0,0,0,1,0,7,1,1350,0,0,0,0,63,0,1,0,0
8,1652,1,1,0,2,41.0,1,2000,0,3,0,0,0,0,0,1,0,6,1,1196,0,0,0,0,48,0,1,0,0
5,970,1,1,0,2,80.0,1,1963,0,3,0,0,0,0,0,0,0,5,1,630,0,0,0,0,24,0,1,0,0
6,1493,1,1,0,2,75.0,1,1997,0,3,0,0,0,0,0,1,0,7,1,994,0,0,0,0,39,0,1,0,0
9,2643,1,1,0,3,105.0,1,2006,0,3,0,0,574,0,0,1,0,9,1,0,0,0,0,0,84,0,1,0,0
8,1718,1,1,0,3,79.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,1288,0,0,0,0,44,0,1,0,0
4,1131,0,1,1,2,50.0,1,1937,0,3,0,0,0,0,0,0,0,7,1,168,0,0,1,0,72,0,1,0,0
9,1850,1,1,0,3,98.0,1,2004,0,3,0,0,0,0,0,1,0,8,1,1261,0,0,0,0,112,0,1,0,0
9,1792,1,1,0,3,72.0,1,2003,0,3,0,0,0,0,0,1,0,6,1,1567,0,0,0,0,49,0,1,0,0
7,1826,0,1,1,1,50.0,1,1915,0,3,0,0,910,0,0,1,0,7,1,299,0,0,0,0,0,0,1,0,0
6,1216,0,1,1,2,32.0,1,1998,0,3,0,0,0,0,0,1,0,5,1,897,0,0,0,0,125,0,1,0,0
5,999,1,1,0,1,0.0,1,1962,0,4,0,0,0,0,0,0,0,6,1,588,0,0,0,0,132,0,1,0,0
5,1113,1,1,0,1,80.0,1,1950,0,3,0,0,0,0,0,0,0,5,1,607,0,0,0,0,80,0,1,0,0
5,1073,1,1,0,2,79.0,1,1965,0,3,0,0,0,0,0,0,0,6,1,836,0,0,0,0,0,0,1,0,0
5,1484,1,1,0,2,70.0,1,1971,0,3,0,0,0,0,0,0,0,7,1,998,0,0,0,0,0,0,1,0,0
5,2414,1,1,0,2,60.0,1,1900,0,2,0,0,648,0,0,0,0,10,1,664,0,0,0,1,0,1,0,0,0
4,630,0,1,1,1,21.0,1,1970,0,4,0,0,0,0,0,0,0,3,1,515,0,0,0,0,0,0,1,0,0
5,1304,0,1,1,1,0.0,1,1976,0,3,0,0,688,0,0,1,0,4,1,0,0,0,0,0,24,0,1,0,0
6,1578,1,3,0,1,79.0,1,1941,1,3,0,0,620,0,0,0,0,5,1,403,0,0,0,0,0,1,0,0,0
6,1456,1,1,0,2,105.0,1,2006,0,3,0,0,728,0,0,1,0,8,1,0,0,0,0,0,0,0,1,1,0
5,1269,1,2,0,1,70.0,1,1960,0,3,0,0,0,0,0,0,0,6,1,374,0,0,0,0,0,1,0,0,0
5,886,0,1,1,1,50.0,1,1938,1,3,0,0,0,0,0,0,0,4,1,0,0,0,1,0,20,1,0,0,0
4,720,0,1,0,0,60.0,1,1920,0,3,0,0,0,1,0,0,0,4,1,495,0,0,0,1,523,1,0,0,0
8,3228,1,1,0,2,0.0,1,1992,0,3,0,0,0,0,0,1,0,10,1,1231,0,0,0,0,75,0,1,0,0
7,1820,1,1,0,1,60.0,1,1925,0,4,0,0,687,0,0,1,0,8,1,329,0,0,0,0,100,0,1,0,0
5,899,1,1,0,1,65.0,1,1967,0,3,0,0,0,0,0,1,0,5,1,450,0,0,0,0,0,0,1,0,0
5,912,1,2,0,1,70.0,0,1958,0,3,0,0,0,0,0,0,0,5,1,111,0,0,0,0,285,0,1,0,0
6,1218,0,1,1,1,21.0,1,1973,0,3,0,0,546,0,0,0,0,7,1,356,0,0,0,0,28,0,1,0,0
7,1768,0,1,0,2,75.0,1,2005,0,3,0,0,902,0,0,1,1,7,1,400,0,0,0,0,108,0,1,0,0
5,1214,1,6,0,2,70.0,0,1965,0,3,0,0,0,0,0,0,0,6,1,698,0,0,0,0,0,0,1,0,0
7,1801,1,1,0,2,100.0,1,1959,0,3,0,0,0,1,0,0,0,6,1,1247,0,0,0,0,54,0,1,0,0
6,1322,1,3,0,2,24.0,1,1974,0,3,0,0,467,0,0,0,0,6,1,257,0,0,0,0,0,0,1,0,0
5,1960,0,1,1,2,60.0,1,1952,1,3,0,0,1000,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0
8,1911,1,1,0,2,80.0,1,1993,0,3,0,0,846,0,0,1,0,8,1,380,0,0,0,0,81,0,1,0,0
6,1218,0,1,0,2,75.0,1,2009,0,3,0,0,0,0,0,1,1,4,1,27,0,0,0,0,102,0,1,0,0
7,1378,0,1,1,2,60.0,1,1928,0,5,0,0,689,0,0,0,0,7,1,141,0,0,1,0,0,0,1,0,0
5,1041,1,1,0,1,80.0,1,1959,0,3,0,0,0,0,0,0,0,6,1,991,0,0,0,0,88,0,1,0,0
5,1363,1,3,0,1,75.0,0,1951,0,3,0,0,0,0,0,0,0,6,1,650,0,0,0,0,42,0,1,0,0
7,1368,1,1,0,2,40.0,1,2005,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,35,0,1,0,0
5,864,1,2,0,2,70.0,1,1958,0,3,0,0,0,0,0,0,0,5,1,521,0,0,0,0,0,0,1,0,0
6,1080,1,1,0,2,71.0,1,1983,0,4,0,0,0,0,0,1,0,5,1,336,0,0,0,0,0,0,1,0,0
5,789,1,1,0,1,55.0,1,1926,0,3,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,1,0,0
10,2020,1,1,0,3,94.0,1,2009,0,3,0,0,0,0,0,0,0,9,1,1436,0,0,0,0,54,0,1,0,0
6,2119,1,1,0,2,0.0,1,1972,0,3,0,0,741,0,0,0,0,7,1,0,0,0,0,0,104,0,1,0,0
7,2344,1,1,0,3,79.0,1,1996,0,3,0,0,1067,0,0,1,0,7,1,0,0,0,0,0,0,0,1,0,0
6,1796,1,1,0,2,0.0,1,1998,0,3,0,0,914,0,0,1,0,7,1,706,0,0,0,0,36,0,1,0,0
7,2080,1,1,0,1,53.0,1,1926,0,3,0,0,804,0,0,0,0,9,1,0,0,0,1,0,0,0,1,0,0
4,1294,1,0,0,0,60.0,1,1900,0,3,0,0,600,0,0,0,0,7,1,0,0,0,1,1,114,1,0,0,0
6,1244,1,1,0,1,90.0,1,1957,0,3,0,0,0,0,0,0,0,6,1,777,0,0,0,0,40,1,0,0,0
6,1664,0,1,1,2,50.0,1,1947,0,4,0,0,660,0,0,0,0,7,1,399,0,0,0,0,24,0,1,0,0
10,4676,1,1,0,3,130.0,1,2007,0,3,0,1,1538,0,0,1,0,11,0,2260,0,0,0,0,406,0,1,0,0
7,2398,1,1,0,3,95.0,1,1996,0,3,0,0,1015,0,0,1,0,8,1,719,0,0,0,0,60,0,1,0,0
7,1266,0,1,0,2,62.0,1,2005,0,3,0,0,0,0,0,1,1,6,1,0,0,0,0,0,144,0,1,0,0
5,928,1,1,0,1,70.0,1,1956,0,3,0,0,0,0,0,0,0,4,1,377,0,0,0,0,0,0,1,0,0
9,2713,1,1,0,3,67.0,1,2008,0,3,0,0,1237,0,0,1,0,11,1,1330,0,0,0,0,66,0,1,0,0
4,605,1,1,0,0,58.0,1,1920,0,3,0,0,0,0,0,0,0,5,1,348,0,0,1,0,0,0,1,0,0
6,2515,1,1,0,2,0.0,1,1957,0,3,0,0,0,0,0,1,0,9,1,1219,0,0,0,0,0,0,1,0,0
6,1509,1,1,0,2,85.0,1,1988,0,3,0,0,0,0,0,0,0,5,1,783,0,0,0,0,0,0,1,0,0
6,1362,0,1,1,2,60.0,1,1920,0,3,0,0,611,0,0,0,0,6,0,0,0,1,1,0,0,0,1,0,1
5,827,1,0,0,1,60.0,1,1955,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
1,334,1,0,0,0,50.0,1,1946,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
8,1414,1,1,0,2,74.0,1,2004,0,3,0,0,707,0,0,1,0,6,1,0,0,0,0,0,35,0,1,1,0
5,1347,1,1,0,0,70.0,1,1910,0,3,0,0,527,0,0,0,0,5,1,969,0,0,0,0,0,0,1,0,0
7,1724,1,1,0,2,57.0,1,1998,0,3,0,0,844,0,0,1,0,8,1,0,0,0,0,0,155,0,1,0,0
4,864,1,1,0,2,0.0,1,1972,0,3,0,0,0,0,0,0,0,5,1,600,0,0,0,0,0,0,1,0,0
5,1159,1,1,0,1,0.0,1,1968,0,3,0,0,0,0,0,0,0,7,1,673,0,0,0,0,0,0,1,0,0
8,1601,1,1,0,2,0.0,0,2001,0,3,0,0,0,0,0,1,0,6,1,1358,0,0,0,0,0,0,1,0,0
9,1838,1,1,0,3,85.0,1,2006,0,3,0,0,0,0,0,1,0,8,1,1260,0,0,0,0,68,0,1,0,0
8,2285,1,1,0,3,0.0,1,2000,0,3,0,0,1288,0,0,1,0,8,1,0,0,0,0,0,56,0,1,0,0
7,1680,1,6,0,2,78.0,1,1998,0,3,0,0,0,0,0,1,0,7,1,144,0,0,0,0,73,0,1,0,0
7,767,0,2,0,1,34.0,1,1998,0,3,0,0,0,0,0,1,0,4,1,584,0,0,0,0,40,0,1,0,0
7,1496,1,1,0,2,58.0,1,2006,0,3,0,0,832,0,0,1,0,7,1,554,0,0,0,0,24,0,1,1,0
7,2183,1,2,0,3,0.0,1,1988,0,4,0,0,806,0,0,1,0,9,1,1002,0,0,0,0,0,0,1,0,0
6,1635,1,1,0,2,70.0,1,1923,0,3,0,0,720,0,0,0,0,6,1,300,0,0,1,0,38,1,0,0,0
5,768,1,1,0,2,54.0,1,1970,0,4,0,0,0,0,0,0,0,5,1,619,0,0,0,0,0,0,1,0,0
5,825,0,3,1,2,49.0,1,1955,0,4,0,0,0,0,0,0,0,4,0,180,0,0,0,0,50,0,1,0,0
7,2094,0,1,0,2,75.0,1,2003,0,3,0,0,1182,0,0,1,1,8,1,0,0,0,0,0,182,0,1,0,0
6,1069,1,1,0,2,53.0,1,1977,0,3,0,0,0,0,0,0,0,4,1,559,0,0,0,0,55,0,1,0,0
5,928,0,1,1,1,50.0,1,1957,0,3,0,0,0,0,0,0,0,5,1,308,0,0,0,0,0,1,0,0,0
8,1717,1,1,0,3,87.0,1,2006,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,39,0,1,0,0
4,1126,1,0,0,2,67.0,1,1949,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,96,0,1,0,0
7,2046,1,1,0,3,85.0,1,2003,0,3,0,0,1040,0,0,1,0,8,1,866,0,0,0,0,62,0,1,0,0
5,1048,0,1,1,1,58.0,1,1922,0,3,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,1,0,0,0
5,1092,1,1,0,1,69.0,1,1957,0,3,0,0,0,0,0,0,0,6,1,895,0,0,0,0,0,1,0,0,0
4,1336,0,1,0,1,60.0,1,1920,0,3,0,0,439,0,0,0,0,7,1,637,0,0,0,0,47,0,1,0,0
7,1446,1,1,0,2,57.0,1,1996,0,3,0,0,717,0,0,1,0,6,1,604,0,0,0,0,22,0,1,1,0
7,1557,1,1,0,2,0.0,1,2003,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,20,0,1,0,0
5,1392,1,1,0,2,0.0,1,1957,0,3,0,0,0,0,0,0,0,5,1,1302,0,0,0,0,0,0,1,0,0
5,1389,1,2,0,2,77.0,1,1974,0,3,0,0,0,0,0,0,0,6,1,1071,0,0,0,0,38,0,1,0,0
5,996,1,1,0,0,63.0,1,1940,0,3,0,0,0,0,0,0,0,6,1,290,0,0,0,0,0,0,1,0,0
6,1674,1,1,0,2,66.0,1,1918,0,3,0,0,511,0,0,0,0,8,1,0,0,0,1,0,36,0,1,0,0
7,2295,1,1,0,2,0.0,1,1992,0,3,0,0,1129,0,0,1,0,9,1,728,0,0,0,0,40,0,1,0,0
6,1647,1,1,0,1,66.0,1,1915,0,3,0,0,806,0,0,1,0,6,1,0,0,0,0,1,66,0,0,0,0
9,2504,1,1,0,3,77.0,1,2005,0,3,0,0,1370,0,0,1,0,11,1,0,0,0,0,0,39,0,1,0,0
7,1535,1,1,0,2,70.0,1,2004,0,3,0,0,0,0,0,1,0,7,1,2,0,0,0,0,0,0,1,0,0
8,2132,1,1,0,2,79.0,1,1983,0,3,0,0,636,0,0,0,0,5,1,1441,0,0,0,0,40,0,1,0,0
5,943,1,1,0,2,0.0,1,1979,0,3,0,0,0,0,0,0,0,4,1,943,0,0,0,0,0,0,1,0,0
5,1728,1,1,0,2,74.0,1,1965,0,3,0,0,0,0,0,0,0,10,1,231,0,0,0,0,0,0,1,0,0
6,864,1,1,0,1,60.0,1,1959,0,3,0,0,0,0,0,0,0,4,1,414,0,0,0,0,0,0,1,0,0
7,1692,1,1,0,2,83.0,1,2009,0,3,0,0,846,0,0,1,0,6,1,0,0,0,0,0,114,0,1,0,0
7,1430,1,1,0,2,76.0,1,2000,0,3,0,0,656,0,0,1,0,8,1,0,0,0,0,0,0,0,1,1,0
5,1109,1,1,0,1,70.0,1,1971,0,3,0,0,533,1,0,0,0,5,1,349,0,0,0,0,0,0,1,0,0
5,1216,1,1,0,1,80.0,1,1947,0,3,0,0,384,0,0,0,0,6,1,442,0,0,0,0,0,0,1,0,0
7,1477,1,1,0,1,52.0,1,1928,0,3,0,0,600,0,0,0,0,6,1,0,0,0,1,0,50,0,1,0,0
5,1320,1,5,0,2,96.0,1,1966,0,3,0,0,0,0,0,0,0,6,1,328,0,0,0,0,68,0,1,0,0
7,1392,0,1,0,2,34.0,1,2007,0,3,0,0,689,0,0,1,1,5,1,0,0,0,0,0,102,0,1,0,0
5,1795,0,1,1,1,81.0,1,1954,0,3,0,0,745,0,0,0,0,7,1,0,0,0,1,1,0,0,0,0,0
6,1429,1,3,0,2,0.0,1,1960,0,3,0,0,0,0,0,0,0,7,1,594,0,0,0,0,110,0,1,0,0
8,2042,1,1,0,3,98.0,1,2008,0,3,0,0,0,0,0,1,0,8,1,0,0,0,0,0,90,0,1,0,0
6,816,1,1,0,0,81.0,1,1990,0,4,0,0,0,0,0,0,0,5,1,816,0,0,0,0,32,0,1,0,0
10,2775,0,1,1,2,75.0,1,1893,1,5,0,0,1254,0,0,0,0,9,0,0,1,0,1,0,502,0,1,0,0
4,1573,0,1,1,1,51.0,1,1935,0,3,0,0,584,0,0,0,0,6,1,0,0,0,1,0,0,0,1,0,0
8,2028,1,1,0,3,88.0,1,2005,0,3,0,0,0,0,0,1,0,7,1,1460,0,0,0,0,66,0,1,0,0
6,838,1,5,0,1,55.0,1,1918,0,4,0,0,0,0,0,0,0,5,1,210,0,0,1,0,0,0,1,0,0
5,860,1,1,0,2,74.0,1,1982,0,3,0,0,0,0,0,0,0,4,1,672,0,0,0,0,0,0,1,0,0
5,1473,1,1,0,1,65.0,1,1968,0,3,1,0,0,0,0,0,0,5,1,1324,0,0,0,0,48,0,1,0,0
5,935,0,1,1,1,50.0,0,1930,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0
7,1582,1,1,0,2,64.0,1,2004,0,3,0,0,812,0,0,1,0,6,1,490,0,0,0,0,45,0,1,0,0
10,2296,1,1,0,3,97.0,1,2008,0,3,0,0,568,0,0,1,0,10,1,1338,0,0,0,0,274,0,1,0,0
5,816,1,1,0,2,60.0,1,1982,0,4,0,0,0,0,0,1,0,4,1,816,0,0,0,0,0,0,1,0,0
6,848,0,1,1,2,0.0,1,2003,0,3,0,0,0,0,0,1,0,4,1,685,0,0,0,0,0,0,1,0,0
5,924,1,1,0,1,88.0,1,1975,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
8,1826,1,1,0,3,69.0,1,2005,0,3,0,0,0,0,0,1,0,7,1,1422,0,0,0,0,75,0,1,0,0
6,1368,0,1,1,1,60.0,1,1910,0,3,0,0,684,0,0,0,0,7,1,0,0,0,0,1,158,1,0,0,0
7,1402,1,1,0,3,53.0,1,2006,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,16,0,1,0,0
5,1647,1,2,0,2,80.0,1,1977,0,3,0,0,0,0,0,0,0,7,1,1283,0,0,0,0,0,0,1,0,0
6,1556,0,6,1,2,24.0,1,1980,0,4,0,0,840,0,0,0,0,6,1,81,0,0,0,0,0,0,1,0,0
8,1904,1,1,0,2,74.0,1,2005,0,3,0,0,846,0,0,1,0,8,1,546,0,0,0,0,60,0,1,0,0
6,1375,0,1,1,1,50.0,1,1937,0,4,0,0,595,0,0,1,0,6,1,0,0,0,0,0,162,0,1,0,0
8,1915,1,1,0,2,80.0,1,1992,0,3,0,0,988,0,0,1,0,8,1,789,0,0,0,0,150,0,1,0,0
7,1200,0,1,0,2,30.0,1,2004,0,3,0,0,600,0,0,1,1,4,1,0,0,0,0,0,172,0,1,0,0
7,1494,1,1,0,2,88.0,1,2002,0,3,0,0,0,0,0,1,0,6,1,922,0,0,0,0,36,0,1,0,0
7,1986,1,1,0,2,85.0,1,1965,0,3,0,0,800,0,0,0,0,7,1,454,0,0,0,0,42,0,1,0,0
5,1040,1,1,0,2,82.0,1,1996,0,4,0,0,0,0,0,1,0,6,1,732,0,0,0,0,0,0,1,0,0
5,2008,1,1,0,1,78.0,1,1948,0,4,0,0,896,0,0,0,0,8,1,603,0,0,0,0,0,0,1,0,0
8,3194,1,1,0,2,78.0,1,1934,0,3,0,0,1254,0,0,1,0,10,1,428,0,0,0,0,0,0,1,0,0
4,1029,1,1,0,1,61.0,1,1961,0,2,0,0,0,0,0,0,0,5,1,903,0,0,0,0,0,0,1,0,0
9,2153,1,1,0,3,0.0,1,2000,0,3,0,1,677,0,0,1,0,8,1,904,0,0,0,0,142,0,1,0,0
6,1032,1,1,0,2,0.0,0,1978,0,3,0,0,0,0,0,0,0,6,1,605,0,0,0,0,0,0,1,0,0
8,1872,1,1,0,2,0.0,1,2001,0,3,0,0,573,0,0,1,0,7,1,990,0,0,0,0,122,0,1,0,0
5,1120,1,1,0,0,70.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,206,0,0,0,0,30,0,1,0,0
4,630,0,6,1,0,21.0,1,1972,0,3,0,0,0,0,0,0,0,3,1,150,0,0,0,0,24,0,1,0,0
6,1054,1,1,0,2,80.0,1,1963,0,4,0,0,0,0,0,1,0,6,1,763,0,0,0,0,0,0,1,0,0
6,1509,1,1,0,2,0.0,1,2002,0,3,0,0,702,0,0,1,0,7,1,457,0,0,0,0,75,0,1,1,0
6,832,1,1,0,2,59.0,1,1954,1,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0
9,1828,1,1,0,3,90.0,1,2007,0,3,0,0,0,0,0,1,0,9,1,48,0,0,0,0,108,0,1,0,0
8,2262,1,1,0,3,85.0,1,2003,0,3,0,0,780,0,0,1,0,10,1,871,0,0,0,0,0,0,1,0,0
3,864,1,1,0,0,45.0,1,1914,0,3,0,0,0,0,0,0,0,5,1,41,0,0,1,1,0,0,0,0,0
6,2614,1,3,0,2,90.0,1,1974,0,3,0,0,1066,0,0,0,0,9,1,956,0,0,0,0,243,0,1,0,0
5,980,1,1,0,2,71.0,1,1977,0,3,0,0,0,0,0,0,0,6,1,560,0,0,0,0,0,0,1,0,0
6,1512,0,1,0,2,0.0,1,2000,0,3,0,0,756,0,0,1,1,4,1,420,0,0,0,0,32,0,1,0,0
6,1790,1,1,0,2,80.0,1,1972,0,3,0,0,778,0,0,0,0,8,1,247,0,0,0,0,0,0,1,0,0
6,1116,1,1,0,2,87.0,1,1962,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
5,1422,1,1,0,1,0.0,0,1960,0,3,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
6,1520,1,2,0,1,80.0,1,1955,0,3,0,0,0,0,0,0,0,7,1,674,0,0,0,0,0,0,1,0,0
5,2080,1,1,0,2,70.0,1,1969,0,3,1,0,1040,0,0,1,0,9,1,650,0,0,0,0,0,0,1,0,0
6,1350,1,3,0,2,82.0,1,1964,0,3,0,0,0,0,0,0,0,6,1,624,0,0,0,0,0,0,1,0,0
5,1750,0,1,1,1,50.0,1,1880,1,3,0,0,661,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0
8,1554,1,1,0,2,34.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,24,0,0,0,0,73,0,1,0,0
7,1411,1,1,0,2,85.0,1,1977,0,4,0,0,0,0,0,0,0,6,1,822,0,0,0,0,0,0,1,0,0
5,1056,1,2,0,1,80.0,1,1954,0,3,0,0,0,0,0,0,0,6,1,480,0,0,0,0,0,0,1,0,0
6,1056,1,1,0,2,64.0,0,1980,0,3,0,0,0,0,0,0,0,4,1,1056,0,0,0,0,56,0,1,0,0
6,3395,0,1,0,0,60.0,1,1914,0,3,0,0,1440,0,0,0,0,14,1,256,0,0,0,0,110,1,0,0,0
2,800,0,1,1,0,51.0,1,1936,0,2,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,1,0,0,0
